,Item_Outlet_Sales,Item_Identifier,Outlet_Identifier
787,2708.8105,NCE30,OUT018
788,610.82916,FDQ22,OUT035
789,1959.9999,FDY01,OUT045
790,2593.8218,FDS08,OUT017
791,1520.5569,FDG28,OUT018
792,471.65848,FDQ51,OUT018
793,3667.1724,FDB05,OUT017
794,1907.9763,FDO56,OUT049
795,1104.4861,FDE02,OUT018
796,3833.4812,FDN45,OUT017
797,841.5344,FDS09,OUT013
798,2611.5928,NCA54,OUT018
799,671.2209,FDP09,OUT010
800,1478.5405,FDC53,OUT045
801,3418.523,NCM55,OUT017
802,2768.6223,FDL09,OUT018
803,124.484634,FDA11,OUT019
804,1497.188,FDA50,OUT045
805,3484.2344,FDC23,OUT017
806,2674.5571,FDE22,OUT049
807,3229.3208,FDD23,OUT046
808,3129.8215,NCA29,OUT049
809,2337.3896,FDK38,OUT046
810,1898.0511,DRC13,OUT046
811,2923.106,NCP43,OUT049
812,1723.7576,FDX28,OUT049
813,1373.7615,FDF08,OUT049
814,2197.3496,FDZ33,OUT046
815,2449.77,FDD10,OUT049
816,3154.7068,FDO58,OUT017
817,4076.1492,FDI50,OUT017
818,2448.7817,FDO58,OUT045
819,3312.1812,FDX08,OUT013
820,43.94081,NCK17,OUT010
821,4504.5215,FDF39,OUT035
822,376.25473,FDU45,OUT010
823,1611.2701,NCJ18,OUT018
824,-254.95564,DRC27,OUT019
825,1524.1658,DRC25,OUT035
826,1921.6375,FDU59,OUT035
827,3570.724,FDU28,OUT035
828,478.49115,NCP30,OUT046
829,742.524,FDB39,OUT018
830,1143.2427,FDE41,OUT013
831,288.86746,DRH11,OUT010
832,3464.9817,FDA58,OUT045
833,1550.2998,FDU50,OUT046
834,1826.2377,FDM34,OUT013
835,2575.0417,FDM44,OUT027
836,3238.0588,FDR39,OUT045
837,2744.4753,FDM25,OUT045
838,2538.1614,FDQ49,OUT049
839,749.1088,DRH25,OUT018
840,4222.7036,FDM09,OUT027
841,562.9369,FDL44,OUT019
842,479.05283,NCR42,OUT018
843,780.8631,DRL59,OUT046
844,2331.658,FDX43,OUT013
845,380.629,DRK47,OUT010
846,1419.9105,FDU48,OUT018
847,772.8282,FDY12,OUT045
848,1749.505,NCN43,OUT018
849,2772.9104,NCM55,OUT018
850,3421.9734,FDQ21,OUT027
851,4609.0366,FDX13,OUT035
852,4671.439,NCK30,OUT027
853,2428.5305,FDG20,OUT049
854,766.3623,DRG27,OUT017
855,3151.4766,FDY14,OUT018
856,1525.1919,FDP59,OUT035
857,3399.6643,FDU60,OUT017
858,610.2728,NCC18,OUT019
859,3997.8557,DRJ39,OUT017
860,2079.7249,FDS07,OUT049
861,5534.7417,FDM08,OUT027
862,2067.8503,FDP51,OUT045
863,1498.5846,FDU16,OUT035
864,1764.4497,FDH12,OUT013
865,658.0476,DRE48,OUT010
866,7262.8823,NCL42,OUT027
867,2333.5247,FDR21,OUT045
868,2021.6686,NCW29,OUT035
869,5147.379,FDO11,OUT013
870,2359.235,NCM31,OUT049
871,306.92426,FDV35,OUT019
872,1032.2808,FDF58,OUT017
873,2576.4856,NCE43,OUT049
874,2865.9956,FDA02,OUT035
875,206.52153,DRL37,OUT010
876,952.7462,FDR24,OUT018
877,1340.3888,FDW59,OUT049
878,558.9753,FDS22,OUT049
879,743.0559,FDW24,OUT017
880,1743.1738,FDU24,OUT035
881,5243.0703,FDA21,OUT027
882,3126.841,FDH58,OUT027
883,1196.2858,FDW36,OUT018
884,4783.097,FDI45,OUT027
885,3633.0408,FDU01,OUT018
886,2859.124,FDF35,OUT027
887,-112.59646,FDU43,OUT019
888,185.69928,FDE24,OUT019
889,2932.2288,FDK50,OUT049
890,978.3145,FDG31,OUT045
891,2036.6221,FDC60,OUT045
892,1436.2305,FDL36,OUT013
893,2594.3252,FDP21,OUT013
894,1495.3524,FDW16,OUT045
895,4003.1033,FDX02,OUT017
896,3906.4768,FDQ58,OUT027
897,1648.5092,FDT51,OUT046
898,1590.9519,FDD59,OUT049
899,1470.2141,NCM42,OUT018
900,783.8385,FDA57,OUT018
901,1988.3037,FDZ48,OUT035
902,1940.0522,FDE46,OUT045
903,204.1202,NCZ30,OUT019
904,3400.5674,FDB56,OUT017
905,2467.819,FDA25,OUT027
906,2142.9011,FDD20,OUT013
907,1629.9432,FDL25,OUT013
908,2909.3284,NCO18,OUT049
909,628.89484,FDJ45,OUT017
910,3080.6619,FDR12,OUT035
911,14.846146,NCF19,OUT010
912,3156.477,FDK25,OUT046
913,1943.2528,NCR17,OUT046
914,2373.5312,FDC52,OUT046
915,3180.6377,NCA54,OUT017
916,1057.3529,FDR45,OUT010
917,2152.29,NCM19,OUT049
918,6875.037,FDF39,OUT027
919,1589.0757,FDX23,OUT049
920,1742.2001,FDD58,OUT027
921,1792.5867,FDX28,OUT013
922,2836.6897,NCD31,OUT013
923,2185.1978,FDU57,OUT018
924,768.9672,FDI27,OUT046
925,1663.2899,NCM42,OUT046
926,1707.6755,FDD32,OUT027
927,3794.578,FDI34,OUT013
928,2111.0166,NCM29,OUT049
929,1688.2006,FDG46,OUT018
930,174.10341,DRC01,OUT010
931,5945.545,FDB15,OUT027
932,3771.6736,NCA17,OUT027
933,2743.5112,FDF10,OUT046
934,4660.524,FDR26,OUT027
935,1997.1089,FDI02,OUT049
936,162.18973,NCM54,OUT010
937,2321.9397,FDF14,OUT013
938,394.13184,FDJ33,OUT010
939,4994.204,FDM20,OUT035
940,5428.7188,FDC03,OUT027
941,1923.2534,NCX05,OUT046
942,2581.7698,NCM41,OUT027
943,522.5651,NCU29,OUT010
944,1298.725,FDQ59,OUT017
945,273.01706,FDH46,OUT010
946,596.13007,FDH09,OUT013
947,796.9587,NCD06,OUT045
948,2580.012,FDC15,OUT035
949,996.04913,DRD37,OUT027
950,3635.6873,FDT28,OUT027
951,4136.2236,FDR28,OUT027
952,1207.9641,FDT38,OUT017
953,2015.3077,FDV34,OUT027
954,1089.1188,FDY52,OUT035
955,1167.0416,FDB34,OUT013
956,1861.3562,DRL23,OUT018
957,2189.9878,DRB24,OUT046
958,783.826,FDJ50,OUT046
959,2458.6597,FDQ49,OUT035
960,1863.8176,FDP20,OUT035
961,3997.7964,FDV19,OUT027
962,2799.4514,NCR54,OUT045
963,509.7011,FDO09,OUT010
964,1626.5751,FDS57,OUT018
965,1886.4532,FDN10,OUT049
966,2189.233,FDV23,OUT049
967,3961.1602,FDY28,OUT049
968,2647.7295,DRG51,OUT013
969,221.46301,FDD45,OUT019
970,5475.9443,NCL18,OUT027
971,2011.3436,NCM29,OUT013
972,5204.151,FDF17,OUT027
973,2744.7878,FDE22,OUT017
974,603.11426,FDQ22,OUT017
975,3262.037,FDS01,OUT013
976,1052.4688,FDW35,OUT027
977,1977.5085,FDJ33,OUT046
978,3083.2295,NCF54,OUT035
979,1299.5677,FDE09,OUT013
980,1963.2705,NCE06,OUT045
981,1262.8685,DRH49,OUT049
982,2770.8193,FDY43,OUT045
983,3572.811,NCT05,OUT017
984,3349.6458,FDZ34,OUT045
985,1588.2306,FDL38,OUT017
986,3276.79,FDZ31,OUT017
987,884.3121,FDR14,OUT035
988,1242.6613,NCN54,OUT049
989,3404.571,NCC42,OUT027
990,1526.6548,FDK08,OUT017
991,1019.9354,FDP59,OUT013
992,3194.0522,FDV22,OUT035
993,3817.5112,FDD33,OUT035
994,6839.9243,DRE60,OUT027
995,4010.4065,FDK52,OUT046
996,2290.6868,FDA02,OUT017
997,1567.9811,FDM56,OUT049
998,2310.2056,FDE57,OUT035
999,1372.3829,FDM32,OUT045
1000,3097.1824,NCQ30,OUT027
1001,2839.9731,FDQ27,OUT027
1002,3173.6777,FDT60,OUT027
1003,4184.782,FDU43,OUT049
1004,1676.7716,NCO55,OUT035
1005,2106.6787,FDG02,OUT045
1006,2791.068,FDJ28,OUT013
1007,1601.5394,FDP40,OUT045
1008,2786.8633,FDJ38,OUT045
1009,4591.4023,NCC54,OUT017
1010,1767.8914,NCZ41,OUT046
1011,421.83853,FDK38,OUT019
1012,2086.312,FDU52,OUT013
1013,1203.5609,FDC40,OUT046
1014,1239.5928,NCR30,OUT017
1015,1786.7748,NCN18,OUT017
1016,1378.1769,FDB50,OUT035
1017,3208.1064,FDG04,OUT013
1018,2084.2268,FDR26,OUT035
1019,2983.065,NCT17,OUT018
1020,5736.387,FDX35,OUT027
1021,1956.5833,FDS12,OUT046
1022,3519.7288,NCZ29,OUT027
1023,153.65282,FDB38,OUT010
1024,570.46246,FDP12,OUT013
1025,804.6659,FDP22,OUT046
1026,5868.1924,FDS26,OUT018
1027,2658.848,FDR52,OUT046
1028,2844.5557,DRJ13,OUT046
1029,3377.9883,FDU48,OUT027
1030,1095.0243,FDE29,OUT035
1031,2141.7156,NCT29,OUT049
1032,4634.0015,DRK37,OUT018
1033,1152.3596,FDK55,OUT046
1034,1954.3317,FDR07,OUT046
1035,5231.651,FDO21,OUT027
1036,5895.924,FDK46,OUT049
1037,1624.3984,FDB12,OUT045
1038,4758.5566,FDT31,OUT027
1039,1878.85,FDJ33,OUT045
1040,3139.6409,FDC26,OUT027
1041,2537.613,NCQ02,OUT045
1042,610.32837,FDP08,OUT010
1043,4817.0396,FDB11,OUT027
1044,2562.1484,FDV55,OUT013
1045,1978.4924,FDW20,OUT049
1046,356.1823,NCJ18,OUT019
1047,1078.1953,FDC41,OUT018
1048,2587.1829,FDE14,OUT027
1049,2414.5354,FDG35,OUT013
1050,947.63904,FDF45,OUT035
1051,2114.1929,FDS19,OUT027
1052,550.2758,FDS58,OUT019
1053,4619.411,FDA26,OUT017
1054,1306.1925,FDM32,OUT049
1055,2098.408,FDL45,OUT046
1056,2343.502,FDZ55,OUT049
1057,2253.1821,FDY37,OUT049
1058,1729.271,FDO46,OUT046
1059,2117.0571,FDQ60,OUT046
1060,1705.2686,FDA19,OUT018
1061,2825.4302,FDL15,OUT046
1062,1907.6646,FDM10,OUT018
1063,684.5016,NCL05,OUT017
1064,73.65564,DRK49,OUT010
1065,6575.545,NCE18,OUT027
1066,598.1687,FDG40,OUT049
1067,3794.6104,DRI59,OUT045
1068,3865.257,FDK28,OUT035
1069,287.76395,NCD06,OUT019
1070,518.5924,FDO11,OUT019
1071,1967.4,FDK27,OUT046
1072,1413.8258,FDT43,OUT027
1073,1365.9517,FDD38,OUT018
1074,3846.8643,FDA16,OUT049
1075,3778.064,FDL14,OUT027
1076,589.32794,NCM17,OUT049
1077,2171.238,FDD20,OUT045
1078,1495.1115,FDA40,OUT045
1079,1119.9338,FDL43,OUT045
1080,2156.7925,FDV15,OUT045
1081,1418.5509,FDE52,OUT046
1082,272.11087,NCL17,OUT010
1083,3597.0288,NCJ31,OUT045
1084,1049.1074,FDR60,OUT045
1085,1652.323,NCA18,OUT035
1086,1544.432,FDS21,OUT027
1087,1302.151,FDW09,OUT035
1088,2838.1777,FDL26,OUT035
1089,1431.0636,FDS47,OUT018
1090,3608.9827,FDC39,OUT046
1091,1625.0985,FDT51,OUT035
1092,4562.923,FDK40,OUT035
1093,3855.0278,NCG19,OUT045
1094,1039.4747,FDZ07,OUT046
1095,2461.919,FDF08,OUT027
1096,629.37274,FDO04,OUT013
1097,962.03796,FDK41,OUT018
1098,7169.9575,FDP15,OUT049
1099,1313.567,NCD43,OUT018
1100,2188.0222,NCP18,OUT013
1101,1465.7068,FDZ51,OUT046
1102,1446.2474,DRH13,OUT035
1103,502.26843,FDF38,OUT045
1104,681.9127,NCI43,OUT045
1105,1797.981,FDM38,OUT027
1106,1107.8834,FDS03,OUT013
1107,2758.2444,DRJ47,OUT017
1108,238.61739,FDT50,OUT010
1109,3147.5312,FDV02,OUT046
1110,1698.1636,NCG18,OUT017
1111,2559.9294,FDW52,OUT046
1112,651.25134,FDS40,OUT035
1113,3084.304,FDN31,OUT017
1114,1971.7842,FDA37,OUT045
1115,3636.1719,FDA15,OUT046
1116,2628.9192,FDL39,OUT046
1117,1862.9325,FDJ53,OUT045
1118,3903.8196,FDX22,OUT013
1119,4081.2612,NCZ42,OUT045
1120,4243.9033,FDD56,OUT027
1121,3884.5513,FDD40,OUT017
1122,4055.9092,FDS50,OUT013
1123,3679.9502,NCN14,OUT013
1124,3109.227,FDT15,OUT013
1125,2592.092,NCS18,OUT027
1126,135.1063,NCO26,OUT010
1127,660.4954,FDF58,OUT018
1128,1507.5647,NCB19,OUT013
1129,1703.4269,FDH26,OUT017
1130,4245.764,DRB24,OUT027
1131,1067.5142,FDA49,OUT018
1132,1477.491,FDB32,OUT045
1133,3785.843,FDI36,OUT017
1134,422.61526,NCA17,OUT010
1135,2188.5684,FDH22,OUT013
1136,2241.486,NCM26,OUT018
1137,5200.6694,FDT15,OUT027
1138,1076.8701,FDB16,OUT018
1139,3216.8694,NCP54,OUT027
1140,1536.1824,FDJ36,OUT013
1141,1737.3376,FDO28,OUT045
1142,1054.8972,FDU09,OUT013
1143,2290.0496,FDF29,OUT017
1144,2219.0176,FDY08,OUT013
1145,164.18327,DRJ59,OUT018
1146,2317.1318,FDT23,OUT027
1147,402.49875,FDU15,OUT018
1148,1635.9966,FDT47,OUT013
1149,791.1542,FDI53,OUT019
1150,3506.1743,FDR59,OUT018
1151,543.1567,FDD53,OUT035
1152,3992.247,FDY51,OUT017
1153,623.48883,FDT04,OUT049
1154,3307.664,FDU51,OUT049
1155,2716.739,FDG14,OUT035
1156,5182.8193,NCU06,OUT045
1157,3132.5366,DRG25,OUT046
1158,1428.9005,DRH49,OUT035
1159,2115.8372,FDN15,OUT035
1160,870.6354,FDL43,OUT018
1161,4352.5537,NCT18,OUT049
1162,4336.206,NCB31,OUT013
1163,1890.5441,FDK57,OUT035
1164,517.44366,FDY04,OUT019
1165,2015.5964,NCP54,OUT046
1166,3965.3616,FDF41,OUT013
1167,1640.342,FDM01,OUT045
1168,2050.6821,FDW03,OUT045
1169,2022.3984,FDF28,OUT045
1170,2516.4043,FDY37,OUT017
1171,3504.0962,FDQ03,OUT017
1172,3273.8381,FDP51,OUT027
1173,1921.1132,FDJ40,OUT017
1174,1385.8915,FDC32,OUT049
1175,2197.1133,DRI49,OUT027
1176,991.88513,NCW54,OUT017
1177,588.55225,FDF09,OUT017
1178,3011.903,FDP45,OUT018
1179,2630.391,DRJ23,OUT018
1180,1949.6056,FDS59,OUT017
1181,1973.9928,FDY08,OUT046
1182,2449.4001,FDX16,OUT049
1183,2618.9568,FDY16,OUT018
1184,2903.9524,FDK32,OUT035
1185,574.76733,FDQ22,OUT013
1186,2275.5305,NCC31,OUT018
1187,2272.126,FDG58,OUT049
1188,2708.3174,DRF48,OUT013
1189,1089.5117,DRH36,OUT049
1190,1226.0895,NCR30,OUT035
1191,369.24786,FDB03,OUT019
1192,3585.7385,FDZ28,OUT027
1193,3264.2615,FDR35,OUT017
1194,4676.9487,DRD15,OUT027
1195,275.95953,FDJ33,OUT019
1196,284.31448,FDA56,OUT010
1197,773.2809,FDP56,OUT046
1198,673.86633,NCT30,OUT046
1199,1676.7764,FDK15,OUT017
1200,2420.41,FDH44,OUT018
1201,2612.827,FDV01,OUT013
1202,2133.6162,DRG03,OUT017
1203,2205.0269,FDG50,OUT027
1204,379.60092,FDR16,OUT010
1205,1483.0927,FDZ60,OUT046
1206,2411.3013,DRG03,OUT045
1207,4372.171,FDS56,OUT018
1208,816.3338,FDU33,OUT045
1209,1790.3091,DRD27,OUT035
1210,3746.53,FDW22,OUT046
1211,2792.3557,DRA24,OUT045
1212,569.96356,FDF38,OUT049
1213,2457.2659,FDX48,OUT013
1214,2443.4211,FDS58,OUT018
1215,1380.0027,FDC32,OUT046
1216,3418.2395,NCQ29,OUT045
1217,1140.1991,DRK39,OUT018
1218,1990.7201,NCS38,OUT017
1219,1898.7146,DRO47,OUT013
1220,1149.8499,DRG27,OUT027
1221,6033.942,FDC57,OUT027
1222,2556.3633,FDS55,OUT046
1223,1660.1945,NCJ06,OUT018
1224,491.62088,FDO01,OUT019
1225,2837.4355,NCM55,OUT045
1226,2394.692,FDC52,OUT049
1227,1282.8744,FDQ15,OUT045
1228,1628.0798,NCT30,OUT027
1229,854.8068,NCR42,OUT027
1230,876.948,FDD28,OUT035
1231,1700.4014,FDQ34,OUT049
1232,3401.5898,FDZ12,OUT027
1233,175.89502,DRE13,OUT019
1234,488.5579,NCN07,OUT019
1235,2881.9365,FDM28,OUT035
1236,2864.1587,FDI10,OUT017
1237,2353.1416,FDQ25,OUT013
1238,-99.02073,FDA38,OUT010
1239,3303.7126,DRI13,OUT049
1240,2734.9475,FDY20,OUT027
1241,3439.8467,NCZ53,OUT035
1242,3012.826,NCM31,OUT013
1243,3316.5625,DRB01,OUT017
1244,3955.8518,DRF37,OUT046
1245,2414.161,NCF42,OUT049
1246,2145.5251,FDF16,OUT018
1247,757.25635,FDB41,OUT013
1248,5090.733,FDR34,OUT013
1249,2438.228,FDR15,OUT018
1250,280.81235,NCV42,OUT019
1251,3495.2058,FDW51,OUT035
1252,1710.9674,FDU36,OUT017
1253,1412.471,FDX60,OUT049
1254,2279.4768,FDY03,OUT035
1255,3622.9727,FDW55,OUT045
1256,226.10617,FDT01,OUT010
1257,2379.7244,FDG58,OUT013
1258,5359.547,FDK21,OUT017
1259,323.4019,NCS41,OUT019
1260,3171.4927,FDS10,OUT045
1261,2457.6458,NCT53,OUT046
1262,2331.6636,FDJ28,OUT018
1263,1269.7095,FDX44,OUT045
1264,487.6812,FDT20,OUT018
1265,1721.1443,FDO44,OUT017
1266,2682.129,NCX17,OUT049
1267,1945.6699,FDY01,OUT017
1268,5729.2646,FDJ12,OUT027
1269,434.91132,DRK35,OUT018
1270,273.34293,FDD47,OUT019
1271,1651.5977,NCM53,OUT035
1272,1155.7542,FDO45,OUT013
1273,333.22247,NCM42,OUT010
1274,3054.8726,FDE04,OUT046
1275,4664.38,NCI30,OUT027
1276,2853.432,FDZ19,OUT013
1277,3576.9749,FDW57,OUT013
1278,1849.288,FDA25,OUT013
1279,920.01154,FDT22,OUT046
1280,2080.18,FDP51,OUT013
1281,3082.1602,FDD48,OUT027
1282,3874.272,FDY39,OUT035
1283,-202.33987,FDO48,OUT010
1284,5149.611,FDD23,OUT027
1285,937.72534,DRN35,OUT027
1286,3260.9163,FDT01,OUT035
1287,106.35658,FDC20,OUT010
1288,1005.5488,DRJ35,OUT035
1289,1809.6036,FDB32,OUT046
1290,3138.023,FDL24,OUT046
1291,1909.8348,NCV42,OUT035
1292,1684.6141,FDZ46,OUT046
1293,2844.1528,FDC15,OUT013
1294,145.75534,FDD08,OUT019
1295,1063.6323,FDY50,OUT049
1296,2037.4343,FDD36,OUT013
1297,1428.6722,FDG57,OUT027
1298,250.74654,FDL21,OUT018
1299,2605.667,FDN16,OUT027
1300,964.9914,FDJ09,OUT027
1301,453.82132,FDS01,OUT010
1302,3709.6602,FDV33,OUT017
1303,1098.0748,DRE12,OUT017
1304,1509.6399,FDR07,OUT013
1305,661.87274,FDP48,OUT010
1306,878.5507,NCB55,OUT035
1307,934.5496,FDQ08,OUT013
1308,4534.396,FDR34,OUT035
1309,1813.1283,FDO33,OUT046
1310,857.2123,FDP13,OUT045
1311,4100.9175,FDX12,OUT049
1312,2683.6064,NCT06,OUT049
1313,576.783,FDR16,OUT019
1314,3128.921,FDE36,OUT046
1315,3703.4343,FDZ36,OUT049
1316,1339.017,FDV13,OUT045
1317,733.70984,NCZ17,OUT035
1318,3104.4482,FDU56,OUT045
1319,2758.739,FDM09,OUT035
1320,3026.2903,FDV02,OUT017
1321,1102.9946,FDS34,OUT018
1322,1569.8315,FDA11,OUT049
1323,5625.2017,FDP09,OUT017
1324,3066.1506,FDB29,OUT027
1325,3196.1675,FDT19,OUT017
1326,602.1207,DRH15,OUT017
1327,3372.2874,FDY38,OUT046
1328,3881.2407,FDF14,OUT027
1329,180.8488,FDN48,OUT010
1330,3739.6868,FDQ12,OUT013
1331,3032.4185,NCJ43,OUT045
1332,324.51535,FDE17,OUT019
1333,3653.8416,FDB05,OUT035
1334,1366.4827,FDH10,OUT045
1335,677.7249,NCR06,OUT017
1336,1545.8567,FDU32,OUT018
1337,2976.2048,FDD56,OUT049
1338,2365.2412,FDO36,OUT018
1339,222.4368,FDH16,OUT010
1340,514.87494,FDX10,OUT018
1341,1446.7993,FDZ37,OUT017
1342,649.3111,FDU31,OUT010
1343,2059.4597,DRC49,OUT049
1344,2575.6338,FDL15,OUT045
1345,135.16501,FDN32,OUT019
1346,1942.0017,DRH59,OUT027
1347,2513.8262,NCU29,OUT049
1348,697.47504,FDR37,OUT019
1349,2651.2769,FDS14,OUT018
1350,6051.4697,FDU02,OUT027
1351,2929.3455,FDJ08,OUT035
1352,3630.9255,NCZ06,OUT045
1353,1360.668,FDO31,OUT049
1354,1333.0845,FDH31,OUT018
1355,2695.5984,FDS58,OUT017
1356,1338.6934,NCA53,OUT027
1357,2459.0476,FDF50,OUT046
1358,3833.8027,NCW42,OUT049
1359,2654.0288,NCQ17,OUT045
1360,5328.3706,FDK51,OUT018
1361,582.51764,NCW41,OUT010
1362,958.0505,NCR29,OUT017
1363,402.78326,FDB08,OUT019
1364,2446.8083,FDA40,OUT027
1365,2410.0098,FDL14,OUT018
1366,3681.7576,FDB47,OUT046
1367,4862.6675,FDO03,OUT035
1368,74.367714,DRK13,OUT019
1369,1178.3481,FDX13,OUT010
1370,2698.0986,FDF52,OUT046
1371,2759.2778,FDT11,OUT013
1372,2741.5312,FDB08,OUT013
1373,2796.6028,FDQ28,OUT018
1374,4148.12,FDD29,OUT045
1375,5481.7236,NCQ29,OUT027
1376,918.5037,NCO02,OUT013
1377,491.7967,FDR56,OUT010
1378,1865.8541,NCM54,OUT049
1379,2028.6328,FDP51,OUT035
1380,1213.4825,FDT38,OUT013
1381,3108.543,FDZ20,OUT018
1382,1897.3477,FDJ53,OUT013
1383,4731.8823,FDX13,OUT049
1384,3469.514,FDP58,OUT035
1385,213.41214,NCK31,OUT019
1386,1575.5895,FDA35,OUT018
1387,3061.216,FDV37,OUT018
1388,4955.1265,NCO07,OUT027
1389,2597.6357,FDA20,OUT045
1390,3267.5325,FDZ59,OUT035
1391,612.1873,NCY17,OUT017
1392,2643.4822,FDQ28,OUT035
1393,2878.6885,FDV35,OUT017
1394,663.3013,FDQ36,OUT013
1395,2191.176,FDD34,OUT018
1396,2944.981,FDK51,OUT045
1397,2441.111,FDV31,OUT035
1398,1845.8292,FDR04,OUT035
1399,979.0644,FDR14,OUT049
1400,400.29352,DRC36,OUT010
1401,260.6262,FDE39,OUT019
1402,1662.5299,FDP57,OUT049
1403,2159.9243,FDE57,OUT046
1404,1713.9563,NCN18,OUT046
1405,1967.6031,NCQ05,OUT018
1406,2681.2742,FDW47,OUT035
1407,2301.653,FDV46,OUT035
1408,927.72577,NCP29,OUT045
1409,1398.2753,FDE09,OUT018
1410,6389.9434,NCU06,OUT027
1411,577.7206,FDT19,OUT010
1412,2552.7449,DRF15,OUT017
1413,2733.62,DRI51,OUT013
1414,1763.9309,NCX54,OUT013
1415,4242.685,DRE01,OUT013
1416,3130.5496,NCB07,OUT045
1417,1528.6769,FDU50,OUT035
1418,590.2454,FDG40,OUT035
1419,3519.4517,FDW10,OUT018
1420,2872.8792,FDX51,OUT013
1421,1090.3458,NCP17,OUT045
1422,3774.5115,FDP21,OUT035
1423,1479.5992,FDL04,OUT045
1424,2097.3372,FDV23,OUT013
1425,1255.2793,FDF24,OUT046
1426,3036.2144,FDH56,OUT027
1427,873.4849,FDB51,OUT049
1428,2533.764,FDI58,OUT027
1429,721.60284,FDR20,OUT013
1430,1704.803,FDC51,OUT018
1431,2426.14,FDB16,OUT027
1432,987.97736,FDE40,OUT049
1433,700.8632,NCM17,OUT035
1434,3307.889,FDU56,OUT035
1435,314.67007,FDS32,OUT019
1436,3917.0828,FDX02,OUT049
1437,4893.6357,FDT39,OUT027
1438,1015.7009,FDE35,OUT017
1439,1072.5344,NCI42,OUT019
1440,1355.8772,DRL23,OUT046
1441,1651.7493,FDA10,OUT046
1442,1468.0378,FDA11,OUT013
1443,2582.8467,NCM06,OUT046
1444,3550.4255,NCT05,OUT035
1445,141.42459,NCQ02,OUT010
1446,2179.0386,NCY06,OUT049
1447,4213.227,FDY56,OUT035
1448,1721.9663,FDL02,OUT035
1449,2823.8635,NCI06,OUT035
1450,2583.7126,FDQ14,OUT045
1451,3697.7463,FDQ12,OUT017
1452,838.7965,FDP36,OUT046
1453,7877.547,FDK21,OUT027
1454,2578.9766,FDO40,OUT045
1455,280.3495,NCK54,OUT019
1456,2528.8813,FDY09,OUT018
1457,5155.2163,NCW30,OUT049
1458,914.42883,NCC55,OUT027
1459,1574.891,FDE58,OUT018
1460,3726.352,FDR39,OUT013
1461,2833.6428,FDU28,OUT049
1462,2894.1096,FDH08,OUT017
1463,2537.3157,FDG35,OUT045
1464,656.7233,FDG22,OUT049
1465,3519.977,FDC34,OUT035
1466,4756.842,FDP15,OUT018
1467,477.6737,FDK34,OUT010
1468,2075.6675,FDU45,OUT035
1469,1295.9641,FDQ04,OUT027
1470,2529.3596,FDX22,OUT018
1471,1634.1865,FDB45,OUT017
1472,4812.2207,NCH43,OUT027
1473,4215.0566,DRE60,OUT046
1474,6391.9043,FDD17,OUT027
1475,2446.5679,NCM54,OUT017
1476,1951.8776,NCH55,OUT013
1477,2323.0444,NCT06,OUT017
1478,4729.8154,FDA48,OUT027
1479,7428.0205,FDY58,OUT027
1480,3227.0544,FDO25,OUT045
1481,1554.8533,FDN50,OUT045
1482,2695.5159,FDH35,OUT035
1483,3976.8826,FDK09,OUT045
1484,1293.1213,FDO16,OUT013
1485,1094.902,FDW11,OUT045
1486,4200.356,FDU47,OUT027
1487,132.62187,NCQ42,OUT010
1488,2512.5457,FDK55,OUT027
1489,1916.7407,FDN08,OUT049
1490,3200.7874,FDT57,OUT045
1491,2772.7278,FDJ12,OUT018
1492,774.75226,DRL59,OUT017
1493,745.2925,NCN53,OUT046
1494,187.43634,FDO51,OUT010
1495,3111.694,FDK56,OUT017
1496,662.0612,FDY12,OUT035
1497,693.9961,FDU15,OUT035
1498,3729.7573,FDQ19,OUT046
1499,2619.66,DRF15,OUT045
1500,156.84964,DRE25,OUT019
1501,1801.2191,FDK57,OUT018
1502,400.52313,FDD33,OUT010
1503,6262.938,FDR34,OUT027
1504,1958.5125,FDU04,OUT045
1505,127.43453,FDE35,OUT019
1506,3024.7222,NCD31,OUT035
1507,1623.2242,FDJ56,OUT035
1508,2286.598,NCU53,OUT046
1509,3672.7607,FDD39,OUT035
1510,323.42133,NCU17,OUT019
1511,1664.8405,FDJ20,OUT046
1512,2580.9578,NCW41,OUT018
1513,768.1865,FDL52,OUT035
1514,2182.3035,FDS39,OUT035
1515,2384.087,DRJ47,OUT045
1516,111.86971,FDP13,OUT010
1517,410.44888,DRK39,OUT010
1518,251.05196,FDF28,OUT010
1519,1897.2665,FDB09,OUT045
1520,1327.0293,FDM51,OUT046
1521,657.9118,DRM49,OUT018
1522,2803.157,DRF23,OUT013
1523,2953.0703,DRH01,OUT035
1524,2784.4788,FDH12,OUT027
1525,324.22763,FDA28,OUT019
1526,1033.4458,FDW37,OUT018
1527,1332.4878,FDF02,OUT046
1528,657.1893,DRL37,OUT046
1529,1978.7006,NCF43,OUT046
1530,649.57434,FDH08,OUT010
1531,680.4577,FDR34,OUT019
1532,3446.0024,NCK19,OUT049
1533,372.81793,NCD55,OUT018
1534,3015.7183,FDT27,OUT049
1535,2245.671,FDQ57,OUT045
1536,2584.6626,FDA47,OUT035
1537,1643.5992,DRG15,OUT027
1538,2104.7922,FDE05,OUT018
1539,1795.253,FDN46,OUT046
1540,2599.0916,FDX27,OUT027
1541,1491.9781,FDT51,OUT045
1542,743.44006,FDU33,OUT013
1543,1432.3385,FDJ16,OUT027
